경기번호,경기날짜,팀명,홈_어웨이,결과,No.,득점_득점,공격종합_시도,공격종합_성공,공격종합_공격차단,공격종합_범실,공격종합_성공률,공격종합_점유율,오픈_시도,오픈_성공,오픈_공격차단,오픈_범실,오픈_성공률,오픈_점유율,시간차_시도,시간차_성공,시간차_공격차단,시간차_범실,시간차_성공률,시간차_점유율,이동_시도,이동_성공,이동_공격차단,이동_범실,이동_성공률,이동_점유율,후위_시도,후위_성공,후위_공격차단,후위_범실,후위_성공률,후위_점유율,속공_시도,속공_성공,속공_공격차단,속공_범실,속공_성공률,속공_점유율,퀵오픈_시도,퀵오픈_성공,퀵오픈_공격차단,퀵오픈_범실,퀵오픈_성공률,퀵오픈_점유율,서브_시도,서브_성공,서브_범실,서브_성공률,서브_점유율,디그_시도,디그_성공,디그_실패,디그_범실,디그_세트당,디그_점유율,세트_시도,세트_성공,세트_범실,세트_세트당,세트_점유율,리시브_시도,리시브_정확,리시브_실패,리시브_세트당,리시브_점유율,블로킹_시도,블로킹_성공,블로킹_유효블락,블로킹_실패,블로킹_범실,블로킹_세트당,블로킹_점유율,블로킹_어시스트,벌칙_벌칙,범실_범실,팀코드,상대팀
218,2019-11-21,KGC인삼공사,0,0,91,61,147,52,6,10,266.26,100.0,70,23,3,7,245.82,100.01,5,1,0,0,50.0,100.0,8,4,1,0,93.33,100.0,27,12,0,2,44.44,100.0,8,2,0,0,53.33,100.0,29,10,2,1,120.47,100.0,79,6,5,2.25,100.0,107,86,21,0,24.24,100.0,161,51,1,12.92,99.99,93,31,9,133.63,100.01,68,3,22,26,2,0.75,100.0,2,0,18,4,흥국생명
218,2019-11-21,흥국생명,1,1,111,82,156,67,3,10,262.37,100.01,89,39,2,3,257.37,99.99,11,7,0,1,223.81,100.0,4,3,0,0,166.67000000000002,100.0,14,9,0,1,163.64,100.0,10,1,1,1,12.5,100.0,28,8,0,4,116.56,100.01,99,9,6,2.25,99.99,115,99,16,0,25.17,100.0,159,60,0,15.0,100.01,74,29,6,210.54,100.0,68,6,27,22,1,1.5,99.99,3,0,17,1,KGC인삼공사
219,2019-11-23,IBK기업은행,0,0,138,54,136,43,9,17,163.66,100.0,81,20,2,13,128.09,99.99,1,0,0,0,0.0,100.0,3,3,0,0,100.0,100.0,12,5,0,2,41.67,100.0,7,3,2,0,91.67,100.0,32,12,5,2,88.89,100.01,75,8,9,3.5,100.0,91,76,15,0,21.92,100.0,146,40,3,10.0,99.96,89,29,6,127.59,100.0,62,3,34,18,1,1.5,100.0,3,0,30,3,한국도로공사
219,2019-11-23,한국도로공사,1,1,93,69,141,54,3,9,346.86,100.02,71,25,0,5,273.82,100.01,4,0,0,1,0.0,100.0,4,3,0,0,166.67000000000002,100.0,9,5,0,0,150.0,100.0,8,2,0,0,66.67,100.0,45,19,3,3,274.34000000000003,99.99,98,6,9,1.75,100.0,98,83,15,0,21.0,100.0,133,47,2,11.75,99.99,66,29,8,106.38,100.02,43,9,17,12,0,2.25,100.01,7,0,20,2,IBK기업은행
220,2019-11-24,GS칼텍스,1,0,139,82,185,68,18,18,392.44,99.99,112,36,11,10,327.38,99.99,1,1,0,0,100.0,100.0,2,1,0,0,100.0,100.0,16,6,3,1,100.0,100.0,6,4,1,0,200.0,100.0,48,20,3,7,171.9,100.0,108,5,11,1.0,99.99,117,98,19,0,20.33,99.99,189,64,4,12.93,100.02,102,31,4,102.92,100.0,74,9,32,20,0,1.95,100.01,8,0,33,0,KGC인삼공사
220,2019-11-24,KGC인삼공사,0,1,115,78,160,56,9,14,361.42,100.03,109,38,5,9,333.57,100.0,2,1,0,0,100.0,100.0,0,0,0,0,0.0,0.0,14,4,1,1,28.57,100.0,4,2,0,0,66.67,100.0,31,11,3,4,210.6,99.99,111,4,9,0.9,100.0,123,98,25,0,22.08,100.0,177,51,1,12.1,99.97,96,25,5,248.93,100.01,82,18,27,27,1,3.65,100.0,17,0,25,4,GS칼텍스
221,2019-11-26,한국도로공사,0,1,112,73,154,57,8,10,290.86,100.0,67,18,2,7,248.83,100.01,4,2,0,0,66.67,100.0,6,1,1,0,16.67,100.0,7,3,0,0,83.33,100.0,17,9,0,2,104.55,100.0,53,24,5,1,147.82999999999998,100.01,94,9,7,2.42,99.99,115,96,19,0,26.25,100.0,159,54,2,14.75,100.0,81,37,7,99.9,99.99,65,7,26,19,1,1.75,100.01,7,0,20,2,흥국생명
221,2019-11-26,흥국생명,1,0,143,69,160,54,7,13,217.86,100.02,86,21,4,8,172.69,99.99,11,6,0,0,173.34,99.99,9,6,0,1,66.67,100.0,14,4,1,2,36.36,100.0,5,1,0,1,33.33,100.0,35,16,2,1,181.86,100.0,90,7,9,1.75,99.99,104,89,15,0,23.83,100.0,161,54,0,14.75,99.98,87,24,9,77.7,100.01,67,8,28,17,0,2.0,100.01,6,0,22,1,한국도로공사
222,2019-11-27,IBK기업은행,0,0,118,83,201,69,12,22,168.84,100.01,111,35,5,11,161.78,99.99,14,6,0,2,233.33,100.0,7,2,0,1,100.0,100.0,15,7,1,4,46.67,100.0,10,3,1,1,33.33,100.0,44,16,5,3,114.58,99.99,107,4,11,0.8,100.01,134,114,20,0,22.93,100.0,196,66,1,13.2,99.99,97,39,4,147.44,100.0,73,10,33,24,0,2.8,100.01,9,0,34,3,KGC인삼공사
222,2019-11-27,KGC인삼공사,1,1,119,74,160,58,10,12,235.2,100.02,91,30,8,7,186.6,100.0,6,2,1,0,125.0,100.01,1,1,0,0,100.0,100.0,26,7,0,3,28.0,100.0,8,3,0,2,73.33,100.0,28,15,1,0,300.0,100.0,107,4,9,1.9,100.0,113,96,17,0,25.43,99.98,173,56,1,17.830000000000002,100.02,96,37,4,227.94,100.0,93,12,37,28,0,3.38,99.99,11,0,22,4,IBK기업은행
223,2019-11-28,GS칼텍스,0,1,122,72,144,58,10,9,253.48,99.99,84,32,7,5,205.59,100.0,5,2,0,0,133.32999999999998,100.0,4,3,0,0,75.0,100.0,23,11,2,3,97.62,100.0,7,1,0,0,25.0,100.0,21,9,1,1,270.83,100.0,98,5,13,1.5,100.0,97,80,17,0,20.66,100.0,142,53,1,13.67,99.99,75,26,4,231.33,99.99,65,9,30,13,1,2.42,100.01,9,0,24,0,현대건설
223,2019-11-28,현대건설,1,0,120,58,145,44,9,16,204.63,100.01,79,17,6,8,157.47,100.0,2,0,0,0,0.0,100.0,2,0,0,1,0.0,100.0,19,4,0,5,21.05,100.0,11,5,0,1,133.32999999999998,99.99,32,18,3,1,164.29000000000002,100.01,85,4,9,1.0,100.0,89,76,13,0,19.0,100.01,147,42,1,10.5,99.99,84,40,5,133.53,100.0,72,10,25,24,1,2.5,100.0,9,0,27,5,GS칼텍스
224,2019-11-30,KGC인삼공사,1,0,104,77,177,65,8,10,311.17,99.98,78,22,4,4,129.86,100.01,8,4,0,0,150.0,100.0,3,3,0,0,200.0,100.0,38,9,2,5,25.0,100.0,10,7,1,0,133.32999999999998,100.0,40,20,1,1,388.1,100.0,106,3,11,0.65,99.98,125,101,24,0,22.9,100.0,176,64,1,16.0,100.0,93,41,9,179.82999999999998,100.0,73,9,33,19,1,2.1,100.01,9,0,23,4,흥국생명
224,2019-11-30,흥국생명,0,1,151,83,181,66,9,12,408.31,99.98,94,35,5,7,248.16,99.99,9,3,2,0,133.32999999999998,100.0,10,6,0,0,142.86,100.0,25,4,0,4,53.33,100.0,8,2,1,1,66.67,100.0,35,16,1,0,196.98,100.0,105,9,12,2.63,100.0,130,105,24,1,24.93,100.01,185,64,3,14.3,100.0,95,38,3,172.31,99.99,84,8,38,27,0,1.75,100.0,7,0,28,1,KGC인삼공사
225,2019-12-01,한국도로공사,0,0,109,60,145,59,8,14,407.32,100.0,65,23,5,7,363.52,100.01,5,3,0,0,200.0,100.0,3,0,0,1,0.0,100.0,14,6,1,2,196.67,100.0,12,4,1,1,100.0,100.0,46,23,1,3,148.0,100.0,79,1,6,0.25,99.99,97,80,16,1,20.5,100.0,150,52,0,13.25,100.01,88,35,5,118.59,100.01,50,0,19,19,1,0.0,100.0,0,0,22,2,현대건설
225,2019-12-01,현대건설,1,1,120,76,147,63,0,8,258.65,100.01,89,35,0,5,228.67,100.0,5,3,0,0,100.0,100.0,0,0,0,0,0.0,0.0,19,8,0,1,44.44,100.0,9,5,0,0,110.0,100.0,25,12,0,2,154.76,100.0,97,5,9,1.25,100.0,97,80,17,0,20.0,100.0,141,56,1,14.0,100.0,73,27,1,117.7,100.01,63,8,23,24,0,2.0,99.99,6,0,18,5,한국도로공사
226,2019-12-03,IBK기업은행,1,1,137,89,170,74,7,8,335.22,100.0,103,44,5,5,270.95,99.99,4,3,1,0,200.0,100.0,7,3,0,1,83.33,100.0,8,1,0,1,12.5,100.0,8,6,0,0,133.32999999999998,100.0,40,17,1,1,174.56,100.0,110,9,10,1.8,99.99,115,93,22,0,18.73,100.0,172,69,2,13.8,100.01,89,31,2,117.09,100.0,66,6,25,23,1,1.2000000000000002,100.02,6,0,21,3,KGC인삼공사
226,2019-12-03,KGC인삼공사,0,0,90,74,153,65,6,10,389.07,99.99,79,31,3,3,232.27,99.99,3,1,1,0,50.0,100.0,1,1,0,0,100.0,100.0,28,14,1,2,50.0,100.0,10,5,0,0,115.0,100.0,32,13,1,5,240.0,100.01,96,2,7,0.45,100.0,107,84,23,0,16.9,100.0,161,59,3,11.85,99.99,100,34,9,95.59,100.0,76,7,22,29,2,1.4,99.99,5,0,22,4,IBK기업은행
227,2019-12-04,GS칼텍스,1,0,137,75,150,54,8,11,275.55,100.01,96,29,4,5,178.57,100.02,1,1,0,0,100.0,100.0,5,2,0,0,133.32999999999998,100.0,24,12,1,4,50.0,100.0,5,3,1,0,116.67,100.0,19,7,2,2,113.33,100.0,98,7,7,2.25,99.98,94,80,14,0,22.41,100.0,148,50,2,14.42,100.02,89,30,12,68.87,100.0,79,14,23,28,1,3.58,100.01,10,0,21,0,한국도로공사
227,2019-12-04,한국도로공사,0,1,97,82,161,62,14,9,197.48,99.99,84,33,5,6,203.12,100.01,9,5,0,0,157.14,100.0,2,1,0,0,100.0,100.0,9,1,0,1,25.0,99.99,7,2,1,0,40.0,100.0,50,20,8,2,170.07999999999998,100.0,102,12,13,3.0,99.99,101,90,11,0,23.0,99.99,164,60,0,15.0,100.01,91,44,7,195.03,100.01,76,8,31,27,0,2.0,100.0,7,0,22,2,GS칼텍스
228,2019-12-05,현대건설,0,0,120,71,183,62,14,17,217.05,100.0,112,32,10,12,173.49,100.0,7,3,0,1,75.0,100.0,0,0,0,0,0.0,0.0,21,8,1,1,38.1,100.0,16,10,0,1,133.93,100.0,27,9,3,2,168.57,100.0,101,1,13,0.2,99.99,126,108,18,0,22.5,99.99,183,58,0,11.6,100.0,91,37,3,219.22,100.01,68,8,32,17,1,1.6,100.0,6,0,31,5,흥국생명
228,2019-12-05,흥국생명,1,1,147,72,173,55,8,12,253.9,100.0,102,30,4,7,248.57,100.0,5,2,0,0,50.0,100.0,11,4,1,1,67.86,100.0,23,7,2,2,66.36,100.01,7,3,0,0,150.0,100.0,25,9,1,2,160.71,100.0,104,3,13,0.6000000000000001,100.0,121,103,16,2,28.05,100.0,178,52,3,14.75,99.99,88,34,1,137.98,100.0,71,14,31,18,1,2.93,100.01,13,0,31,1,현대건설
229,2019-12-07,IBK기업은행,1,0,119,89,191,71,5,12,191.67,99.99,97,33,3,4,144.72,99.99,10,3,0,0,83.33,100.0,8,5,0,0,157.14,100.0,10,1,0,1,10.0,100.0,18,10,1,2,115.0,100.0,48,19,1,5,117.03,100.0,111,7,15,1.53,100.0,123,103,20,0,20.6,100.0,198,67,1,13.4,100.0,108,43,6,278.57,100.0,98,11,33,37,1,2.2,100.01,9,0,29,3,한국도로공사
229,2019-12-07,한국도로공사,0,1,123,89,195,78,11,10,288.46000000000004,99.99,96,28,6,6,181.03,99.99,3,3,0,0,200.0,100.0,3,1,0,0,33.33,100.0,17,6,1,1,133.32999999999998,99.99,8,3,0,2,116.67,100.0,68,37,4,1,270.14,100.01,118,6,10,2.05,99.99,138,120,18,0,29.75,99.99,200,76,1,18.4,100.0,96,41,7,92.08,100.01,78,5,39,21,1,1.45,100.0,4,0,22,2,IBK기업은행
230,2019-12-08,GS칼텍스,1,0,111,48,108,42,7,7,283.76,100.0,58,22,3,5,264.93,100.01,4,2,0,1,200.0,100.0,2,1,0,0,50.0,100.0,13,6,1,0,46.15,100.0,8,3,0,0,83.33,100.0,23,8,3,1,96.67,100.01,61,1,7,0.33,100.0,65,52,12,1,20.67,100.0,105,38,0,12.83,99.99,68,23,3,185.3,100.0,41,5,16,15,0,1.66,100.01,4,0,15,0,흥국생명
230,2019-12-08,흥국생명,0,1,127,60,104,50,5,5,338.9,100.0,57,24,3,1,305.83,100.0,3,1,0,0,100.0,99.99,5,2,1,1,40.0,100.0,14,7,1,2,63.64,100.0,4,3,0,0,150.0,100.0,21,13,0,1,183.81,100.0,73,3,5,1.17,100.01,71,56,15,0,21.16,100.01,101,45,1,20.83,99.99,54,18,1,216.66,99.98,53,7,19,17,0,2.33,99.99,6,0,11,1,GS칼텍스
231,2019-12-10,IBK기업은행,0,0,140,59,133,49,10,15,343.9,100.0,73,27,8,9,324.61,100.01,4,1,0,1,100.0,100.0,3,2,0,0,66.67,100.0,4,1,0,2,25.0,100.0,13,6,1,1,112.5,99.99,36,12,1,2,98.1,100.0,83,3,7,0.75,99.97,70,58,12,0,16.25,100.02,130,47,1,11.75,100.0,84,29,6,126.0,100.01,53,7,19,20,0,2.0,99.99,5,0,23,3,현대건설
231,2019-12-10,현대건설,1,1,115,73,121,57,7,10,386.71,100.01,85,38,5,8,268.59000000000003,100.0,2,2,0,0,100.0,100.0,0,0,0,0,0.0,0.0,8,2,1,2,25.0,100.0,17,11,1,0,220.64,100.0,9,4,0,0,92.86,100.0,95,6,11,1.5,100.01,75,57,18,0,14.25,100.01,121,53,1,13.25,100.0,76,27,3,148.09,100.0,62,10,24,16,1,2.67,100.01,4,0,23,5,IBK기업은행
232,2019-12-11,GS칼텍스,0,1,108,59,96,43,6,8,371.78,100.01,63,26,5,5,399.0,100.01,0,0,0,0,0.0,0.0,1,0,0,0,0.0,100.0,14,8,0,2,57.14,100.0,7,4,0,0,108.33,100.0,11,5,1,1,82.14,100.0,73,4,5,1.33,100.01,67,58,9,0,20.84,100.02,101,39,1,15.17,100.0,57,15,4,60.79,100.0,56,12,16,16,0,4.01,100.01,11,0,14,0,KGC인삼공사
232,2019-12-11,KGC인삼공사,1,0,98,47,109,37,12,5,224.35,100.0,55,16,7,1,217.82,99.99,3,0,0,0,0.0,100.0,2,2,0,0,200.0,100.0,21,6,3,3,30.0,100.0,5,1,0,1,33.33,100.0,23,12,2,0,155.36,99.99,63,4,6,1.99,100.0,76,57,17,2,20.0,100.01,114,34,2,11.49,100.0,68,23,4,118.92,100.01,43,6,14,14,1,1.99,100.0,5,0,16,4,GS칼텍스
233,2019-12-12,한국도로공사,1,0,122,70,190,62,14,9,441.51,100.01,83,25,4,9,359.09000000000003,99.97,6,2,0,0,83.33,100.0,1,0,1,0,0.0,100.0,13,4,0,0,57.14,100.0,18,6,1,0,64.93,100.0,69,25,8,0,270.88,100.0,88,3,10,0.75,100.0,141,118,23,0,31.33,100.01,198,60,1,15.0,100.01,94,46,4,115.53,99.99,60,5,29,13,2,1.33,100.01,5,0,22,2,흥국생명
233,2019-12-12,흥국생명,0,1,139,79,179,61,5,9,188.37,100.0,94,27,4,7,162.3,100.0,9,2,0,0,75.0,99.99,6,3,0,1,50.0,100.0,25,9,0,1,42.86,100.0,10,3,1,0,58.33,100.0,35,17,0,0,185.46,100.0,100,4,6,1.25,100.0,131,113,18,0,29.75,100.0,178,58,0,16.0,99.99,78,34,3,244.5,100.0,94,14,36,25,2,3.5,99.99,11,0,17,1,한국도로공사
234,2019-12-14,GS칼텍스,0,0,128,69,165,55,12,13,142.53,100.0,96,32,6,9,127.74,100.01,0,0,0,0,0.0,0.0,1,1,0,0,100.0,100.0,25,10,5,1,45.45,100.0,5,0,0,1,0.0,100.0,38,12,1,2,187.13,99.99,89,6,4,1.5,100.0,116,96,20,0,25.08,100.0,169,50,2,13.0,100.0,92,25,6,119.62,100.0,73,8,29,24,2,2.0,100.01,5,0,21,0,IBK기업은행
234,2019-12-14,IBK기업은행,1,1,126,79,158,61,8,8,290.75,100.0,77,27,2,4,280.07,99.99,4,2,0,0,150.0,100.0,5,1,2,0,20.0,100.0,7,2,0,2,28.57,100.0,9,4,1,0,83.33,100.0,56,25,3,2,125.42,100.0,99,6,7,1.58,99.99,121,99,22,0,24.75,100.01,169,58,3,14.5,100.01,85,22,6,65.14,100.0,77,12,36,13,1,3.0,100.01,10,0,19,3,GS칼텍스
235,2019-12-15,KGC인삼공사,1,0,94,72,140,60,9,6,263.38,99.99,79,34,6,3,256.47,100.0,5,4,0,0,175.0,100.0,3,1,0,1,50.0,100.0,36,13,2,1,38.24,100.0,6,4,0,0,160.0,100.0,11,4,1,1,95.0,99.99,91,4,5,1.25,100.0,84,63,20,1,15.75,100.0,139,58,1,14.5,100.0,85,33,3,147.71,100.0,55,8,19,19,0,2.0,100.0,7,0,13,4,현대건설
235,2019-12-15,현대건설,0,1,120,81,139,69,8,7,308.8,100.01,85,38,3,3,283.05,99.99,1,0,1,0,0.0,100.0,0,0,0,0,0.0,0.0,16,8,2,1,50.0,100.0,19,13,1,2,135.9,100.0,18,10,1,1,266.67,100.01,94,3,9,0.75,100.0,93,72,21,0,18.25,100.02,144,65,2,16.25,100.0,85,36,4,111.16,100.0,62,9,27,19,0,2.25,99.99,8,0,18,5,KGC인삼공사
236,2019-12-17,IBK기업은행,1,0,122,48,113,43,6,8,338.66,99.98,62,26,4,6,351.08,100.0,3,1,0,0,100.0,99.99,3,0,0,0,0.0,100.0,7,1,0,0,14.29,100.0,5,2,1,0,40.0,100.0,33,13,1,2,137.5,99.99,63,1,6,0.5,99.99,87,73,14,0,25.33,100.0,124,42,4,15.33,99.99,71,22,7,135.72,100.0,44,4,19,9,1,1.49,100.0,3,0,19,3,흥국생명
236,2019-12-17,흥국생명,0,1,137,55,127,42,4,10,219.69,100.0,75,24,3,4,250.0,100.01,9,3,0,0,133.32999999999998,100.0,3,0,0,1,0.0,100.0,10,3,0,2,33.33,100.0,6,2,0,1,100.0,100.0,24,10,1,2,181.67,100.01,74,7,2,2.5,100.0,90,72,17,1,26.17,100.01,122,37,1,12.33,100.01,57,21,1,143.73,99.99,48,6,19,17,0,2.0,100.01,2,0,14,1,IBK기업은행
237,2019-12-18,KGC인삼공사,0,1,114,76,140,59,7,12,375.17,99.99,75,29,6,6,290.89,99.99,2,1,0,0,100.0,100.0,2,1,0,0,50.0,100.0,23,5,1,3,21.74,100.0,10,7,0,1,141.67000000000002,100.0,28,16,0,2,218.33,100.0,99,7,11,1.83,99.99,98,84,12,2,25.25,99.99,151,58,3,18.92,100.0,80,26,5,114.58,100.0,89,10,38,25,2,3.0,100.01,8,0,30,4,한국도로공사
237,2019-12-18,한국도로공사,1,0,117,58,157,46,10,13,284.28,100.0,77,19,3,8,294.41,100.0,8,3,0,0,150.0,100.0,4,2,0,1,50.0,100.0,12,2,2,2,40.0,100.0,12,4,1,1,83.33,100.0,44,16,4,1,266.41,100.0,89,5,9,1.25,100.01,102,86,16,0,22.08,99.99,155,43,1,12.17,100.02,88,37,7,94.72,100.0,61,7,26,22,1,1.75,100.01,5,0,24,2,KGC인삼공사
238,2019-12-19,GS칼텍스,0,0,137,47,112,36,13,7,263.84000000000003,100.01,62,20,8,2,216.03,99.99,0,0,0,0,0.0,0.0,2,0,0,0,0.0,100.0,17,6,3,0,35.29,100.0,8,3,1,2,75.0,100.0,23,7,1,3,185.24,100.0,59,4,7,1.33,99.98,73,62,11,0,26.51,100.01,113,34,0,12.83,99.97,66,19,4,165.61,100.01,59,7,18,21,0,2.3200000000000003,99.97,7,0,14,0,현대건설
238,2019-12-19,현대건설,1,1,90,61,112,44,7,3,232.31,100.0,67,29,5,1,303.43,100.01,2,0,1,0,0.0,100.0,0,0,0,0,0.0,0.0,11,4,0,0,44.44,100.0,10,4,1,1,80.0,100.0,22,7,0,1,100.0,100.0,74,4,8,1.33,99.99,79,68,11,0,23.5,100.0,111,40,0,13.32,100.0,52,24,4,220.24,99.99,52,13,17,13,0,5.0,100.0,12,0,11,5,GS칼텍스
239,2020-01-14,IBK기업은행,0,0,119,40,108,33,7,11,250.65,100.01,43,9,4,7,220.14,100.0,4,2,0,1,66.67,100.0,1,1,0,0,100.0,100.0,20,5,3,2,25.0,100.0,11,4,0,0,76.19,100.0,29,12,0,1,113.46,100.0,54,3,3,1.0,100.0,75,55,20,0,19.16,100.01,109,30,1,10.0,100.0,67,22,4,148.63,100.0,37,4,7,19,0,1.67,100.01,3,0,15,3,흥국생명
239,2020-01-14,흥국생명,1,1,119,60,104,49,4,5,292.18,100.0,52,19,3,3,211.55,100.01,7,6,0,0,366.67,100.01,5,3,0,0,60.0,100.0,15,8,0,0,57.14,100.0,7,2,1,0,40.0,100.0,18,11,0,2,178.57,100.0,74,4,7,1.33,100.0,72,61,10,1,22.32,100.0,103,46,0,15.32,99.99,51,10,3,85.53,99.99,52,7,22,12,0,2.33,100.0,6,0,13,1,IBK기업은행
240,2020-01-15,KGC인삼공사,1,1,118,78,160,65,3,6,319.8,100.03,75,27,1,2,163.41,100.01,8,4,0,0,150.0,100.0,4,2,1,0,133.32999999999998,100.0,28,14,1,2,50.0,100.0,8,5,0,0,208.33,100.0,37,13,0,2,137.55,100.0,97,7,12,2.5,100.0,116,101,14,1,26.75,100.0,164,63,0,15.75,100.01,79,26,5,180.35,100.01,68,6,30,15,4,1.58,100.0,5,0,23,4,한국도로공사
240,2020-01-15,한국도로공사,0,0,107,60,148,52,6,10,323.83,100.01,73,20,5,6,303.37,100.01,7,3,0,0,100.0,100.0,5,4,0,1,166.67000000000002,100.0,16,4,0,3,101.11,100.0,11,8,1,0,150.0,100.0,36,13,0,0,146.43,99.99,84,5,5,1.25,99.99,113,93,20,0,23.25,100.0,160,47,2,11.75,100.02,85,29,7,73.14,99.99,78,3,32,25,3,0.75,100.0,2,0,20,2,KGC인삼공사
241,2020-01-16,GS칼텍스,1,0,110,61,137,49,19,9,296.62,100.01,68,19,11,5,198.74,100.0,1,1,0,0,100.0,100.0,5,2,0,0,125.0,100.0,15,6,2,1,88.46000000000001,100.0,6,2,1,0,33.33,100.0,42,19,5,3,233.33,100.0,85,3,10,0.75,100.0,85,67,18,0,17.33,100.0,136,48,0,12.25,100.01,85,36,5,121.35,100.0,55,9,17,19,1,2.25,100.0,9,0,20,0,현대건설
241,2020-01-16,현대건설,0,1,120,79,133,55,9,6,265.44,99.99,74,22,8,4,211.08,99.99,2,2,0,0,200.0,100.0,0,0,0,0,0.0,0.0,15,9,0,2,60.0,100.0,9,5,0,0,110.0,100.0,33,17,1,0,153.5,99.99,99,5,13,1.25,99.99,88,71,16,1,18.75,100.0,137,52,2,13.0,100.0,75,32,3,152.28,100.0,81,19,32,21,1,4.75,100.0,18,0,23,5,GS칼텍스
242,2020-01-18,한국도로공사,1,1,123,93,191,81,10,12,253.38,100.01,86,34,4,8,195.01,100.0,4,4,0,0,300.0,100.0,6,4,0,0,125.0,100.0,18,7,0,2,161.67000000000002,100.01,13,5,0,1,73.81,100.0,64,27,6,1,126.97,100.01,110,4,10,0.98,100.01,130,114,16,0,23.95,100.01,191,78,0,20.05,100.0,87,54,4,197.63,100.01000000000002,73,8,33,25,1,1.73,100.01,6,0,23,2,흥국생명
242,2020-01-18,흥국생명,0,0,145,73,174,59,8,6,198.91,100.0,81,27,4,2,228.47,99.99,8,5,0,0,216.67,100.0,5,1,0,1,33.33,100.0,26,5,1,1,20.0,100.0,9,2,0,2,28.57,100.0,45,19,3,0,111.58,100.0,98,4,10,0.8,100.01,114,93,21,0,22.65,99.99,177,58,1,11.73,99.98,99,35,4,190.7,99.99,89,10,28,37,0,2.3200000000000003,99.99,8,0,17,1,한국도로공사
243,2020-01-19,IBK기업은행,1,1,142,57,113,52,6,9,208.44,99.98,55,20,2,6,127.84,100.0,3,2,0,0,200.0,99.99,3,2,0,0,66.67,100.0,15,8,2,1,57.14,100.0,8,4,0,0,93.33,100.0,29,16,2,2,157.74,100.0,76,0,6,0.0,99.99,80,72,8,0,24.0,100.0,119,52,0,17.33,99.99,62,20,7,234.85,99.99,58,5,30,13,1,1.66,99.99,5,0,16,3,현대건설
243,2020-01-19,현대건설,0,0,124,53,121,40,5,10,200.93,100.0,62,18,5,5,179.74,100.0,3,3,0,0,200.0,100.0,0,0,0,0,0.0,0.0,15,4,0,2,26.67,100.0,12,3,0,2,50.0,100.0,29,12,0,1,117.86,100.0,70,7,8,2.3200000000000003,100.0,66,60,6,0,20.67,100.02,124,37,2,12.33,99.99,70,29,0,134.73000000000002,100.01,55,6,14,26,0,2.01,100.0,4,0,20,5,IBK기업은행
244,2020-01-21,GS칼텍스,0,1,109,77,162,68,14,14,313.73,100.01,68,28,8,7,336.03,99.99,4,2,1,0,100.0,100.0,3,1,0,0,33.33,100.0,24,11,0,1,144.44,100.0,14,3,0,1,70.0,100.0,49,23,5,5,298.81,100.0,95,5,5,1.25,100.0,115,102,13,0,26.08,100.01,164,61,0,16.67,100.01,79,35,3,120.37,100.01,66,4,32,17,1,1.0,100.03,4,0,20,0,흥국생명
244,2020-01-21,흥국생명,1,0,127,64,152,47,4,12,279.7,100.0,79,30,0,5,357.64,100.01,6,2,0,0,66.66,100.0,5,2,0,0,125.0,100.0,23,5,2,2,21.74,100.0,8,2,0,1,116.67,100.0,31,6,2,4,76.66,99.99,85,3,6,0.8300000000000001,100.01,95,73,22,0,19.67,100.0,149,42,0,10.58,99.96999999999998,90,33,5,222.77,99.99,73,14,19,21,1,3.92,100.01,13,0,19,1,GS칼텍스
245,2020-01-22,IBK기업은행,0,0,127,69,190,59,15,20,164.94,99.99,97,23,9,8,141.6,100.0,1,0,0,0,0.0,100.0,7,2,0,2,33.33,100.0,18,7,2,3,135.29,100.0,12,3,0,0,50.0,100.0,55,24,4,7,129.51,100.0,92,3,11,0.6000000000000001,100.0,121,104,15,2,21.07,99.99,193,56,1,11.5,99.99,103,34,6,135.71,100.0,86,7,34,26,1,1.4,100.01,7,0,35,3,한국도로공사
245,2020-01-22,한국도로공사,1,1,134,78,172,57,7,13,338.39,99.99,70,21,1,8,277.27,100.0,4,2,0,0,50.0,100.0,3,2,0,0,150.0,100.0,16,4,0,2,116.67,100.0,14,5,0,1,138.89,100.01,65,23,6,2,205.37,99.99,112,6,9,1.55,100.0,129,111,18,0,24.6,100.01,179,54,0,13.2,100.02,81,55,3,281.85,99.98,83,15,33,21,0,3.5700000000000003,100.0,12,0,22,2,IBK기업은행
246,2020-01-23,KGC인삼공사,0,0,118,79,193,68,19,13,269.69,100.0,87,30,7,7,282.09000000000003,100.0,13,3,0,1,42.86,100.0,3,1,0,0,50.0,100.0,50,15,8,5,30.0,100.0,15,4,2,0,62.5,100.0,25,15,2,0,154.76,100.0,106,4,12,0.8500000000000001,100.01,133,110,23,0,24.53,100.0,201,64,1,12.85,100.0,110,49,8,249.08,100.0,80,7,37,23,1,1.4500000000000002,100.0,7,0,27,4,현대건설
246,2020-01-23,현대건설,1,1,120,90,174,63,7,12,184.2,99.99,102,35,4,6,171.91,100.0,4,2,0,0,100.0,100.0,0,0,0,0,0.0,0.0,17,4,3,2,23.53,100.0,22,10,0,1,92.86,100.0,29,12,0,3,221.71,100.0,117,8,6,1.6,100.01,122,100,22,0,20.3,99.99,176,61,1,12.2,100.0,93,40,4,123.94,100.01,97,19,29,27,6,3.8,100.0,13,0,25,5,KGC인삼공사
