경기번호,경기날짜,팀명,홈_어웨이,결과,No.,득점_득점,공격종합_시도,공격종합_성공,공격종합_공격차단,공격종합_범실,공격종합_성공률,공격종합_점유율,오픈_시도,오픈_성공,오픈_공격차단,오픈_범실,오픈_성공률,오픈_점유율,시간차_시도,시간차_성공,시간차_공격차단,시간차_범실,시간차_성공률,시간차_점유율,이동_시도,이동_성공,이동_공격차단,이동_범실,이동_성공률,이동_점유율,후위_시도,후위_성공,후위_공격차단,후위_범실,후위_성공률,후위_점유율,속공_시도,속공_성공,속공_공격차단,속공_범실,속공_성공률,속공_점유율,퀵오픈_시도,퀵오픈_성공,퀵오픈_공격차단,퀵오픈_범실,퀵오픈_성공률,퀵오픈_점유율,서브_시도,서브_성공,서브_범실,서브_성공률,서브_점유율,디그_시도,디그_성공,디그_실패,디그_범실,디그_세트당,디그_점유율,세트_시도,세트_성공,세트_범실,세트_세트당,세트_점유율,리시브_시도,리시브_정확,리시브_실패,리시브_세트당,리시브_점유율,블로킹_시도,블로킹_성공,블로킹_유효블락,블로킹_실패,블로킹_범실,블로킹_세트당,블로킹_점유율,블로킹_어시스트,벌칙_벌칙,범실_범실,팀코드,상대팀
247,2020-01-25,GS칼텍스,1,0,163,80,181,68,16,10,343.56,99.98,94,35,8,4,294.8,99.99,4,2,0,0,133.32999999999998,100.0,4,0,0,0,0.0,100.0,11,3,1,2,27.27,100.0,12,4,1,2,83.33,99.99,56,24,6,2,232.86,100.01,103,2,10,0.53,100.01,128,105,22,1,25.73,99.99,185,63,3,15.000000000000002,99.99,94,50,5,132.87,99.99,76,10,32,20,1,2.0,100.0,9,0,25,0,한국도로공사
247,2020-01-25,한국도로공사,0,1,132,81,170,60,10,9,348.08,100.01,68,21,3,5,226.86,100.0,6,1,1,0,20.0,100.0,3,0,0,0,0.0,100.0,20,10,3,1,197.5,100.0,9,3,0,0,108.33,99.99,64,25,3,3,275.66,100.0,107,5,13,1.1800000000000002,100.0,110,95,15,0,20.78,100.02,171,56,1,11.329999999999998,99.99,93,42,2,105.62,100.01,99,16,36,30,1,3.98,99.99,13,0,24,2,GS칼텍스
248,2020-01-26,IBK기업은행,0,1,124,76,155,59,13,4,167.73,100.01,80,30,7,2,166.67000000000002,100.0,3,1,0,0,100.0,99.99,6,1,0,0,20.0,100.0,15,3,2,1,23.08,100.0,11,2,0,1,25.0,100.0,40,22,4,0,164.29000000000002,100.0,106,7,7,1.4,99.98,112,89,22,1,17.8,100.0,161,57,1,11.4,100.0,86,28,6,143.11,99.99,72,10,27,23,3,2.0,100.01,9,0,16,3,KGC인삼공사
248,2020-01-26,KGC인삼공사,1,0,123,85,161,66,10,10,231.69,99.99,75,29,6,5,256.56,99.99,9,5,1,0,71.43,100.0,4,2,0,0,66.67,100.0,21,9,0,2,42.86,100.0,17,5,1,2,62.86,100.0,35,16,2,1,169.44,100.0,101,6,15,1.2,99.99,90,77,12,1,17.7,99.98,163,62,2,15.4,100.0,99,43,7,223.1,99.99,85,13,25,27,2,2.6,99.99,12,0,30,4,IBK기업은행
249,2020-01-27,현대건설,1,1,118,88,206,69,14,13,239.85,100.01,122,41,9,10,219.69,100.0,4,2,0,0,133.32999999999998,100.0,0,0,0,0,0.0,0.0,35,9,2,1,25.71,100.0,19,6,0,0,76.36,100.0,26,11,3,2,170.82999999999998,99.99,106,7,8,1.4,99.99,135,121,14,0,24.33,99.99,205,63,0,13.4,100.0,100,36,5,223.27,100.0,101,12,42,26,3,2.4,99.99,9,0,24,5,흥국생명
249,2020-01-27,흥국생명,0,0,139,81,206,62,12,11,214.46,100.0,111,33,5,7,206.35,99.99,8,2,0,0,66.67,100.0,9,5,0,0,55.56,100.0,37,7,4,3,21.21,100.01,10,1,0,1,33.33,100.0,31,14,3,0,230.0,100.01,105,5,5,1.0,99.99,153,125,28,0,26.47,100.01,204,57,2,12.0,99.99,98,36,7,196.86,99.99,79,14,36,17,0,2.8,100.02,12,0,18,1,현대건설
250,2020-01-29,GS칼텍스,1,1,111,63,119,48,8,7,238.77,99.99,51,20,4,4,237.58,100.0,3,1,0,0,50.0,100.0,2,1,0,0,50.0,100.0,19,8,2,2,96.67,100.01,7,1,1,1,25.0,100.0,37,17,1,0,137.5,100.0,77,5,8,1.84,100.0,74,65,8,1,22.66,99.99,115,47,0,19.84,100.01,61,22,2,101.54,100.0,51,10,18,12,0,3.32,99.98,7,0,16,0,KGC인삼공사
250,2020-01-29,KGC인삼공사,0,0,89,46,112,36,10,10,231.82,100.0,39,13,2,3,169.09,100.0,6,3,0,0,200.0,100.0,3,1,1,1,100.0,100.0,23,4,1,3,20.0,100.01,8,5,1,2,116.67,100.0,33,10,5,1,142.05,99.99,64,2,3,0.8300000000000001,100.0,79,64,15,0,23.33,100.0,122,34,2,12.0,100.01,69,32,5,180.72,100.0,66,8,26,21,1,2.67,100.01,7,0,16,4,GS칼텍스
251,2020-01-30,한국도로공사,0,0,125,48,100,42,9,6,488.87,100.0,39,14,6,2,348.37,99.99,1,0,0,0,0.0,100.0,3,3,0,0,100.0,100.0,13,3,0,4,134.29,100.0,8,5,0,0,166.67000000000002,100.0,36,17,3,0,299.69,100.0,63,0,12,0.0,100.01,59,48,11,0,17.0,99.97,102,38,1,17.33,100.0,68,29,7,203.64,100.0,40,6,15,8,0,3.0,100.0,4,0,19,2,현대건설
251,2020-01-30,현대건설,1,1,120,56,93,40,6,5,265.7,100.01,48,15,3,5,216.19,100.0,4,3,0,0,150.0,100.0,0,0,0,0,0.0,0.0,14,7,2,0,50.0,100.0,15,10,1,0,147.5,99.99,12,5,0,0,166.67000000000002,100.0,73,7,5,2.33,100.01,67,58,9,0,19.32,100.0,98,38,2,12.66,99.99,51,20,0,115.12,99.99,52,9,22,14,1,2.99,100.0,8,0,13,5,한국도로공사
252,2020-02-01,KGC인삼공사,0,1,120,88,190,76,13,14,224.79,100.0,92,28,5,9,169.25,100.01,8,3,0,0,250.0,100.0,5,3,0,0,133.32999999999998,100.0,39,21,3,2,55.26,100.0,11,4,2,0,57.14,100.0,35,17,3,3,200.59,100.0,107,5,13,1.62,99.99,139,116,23,0,26.37,100.0,198,75,1,19.03,100.03,97,37,6,183.79,99.99,75,7,39,17,0,1.75,99.99,6,0,28,4,흥국생명
252,2020-02-01,흥국생명,1,0,128,77,177,58,7,10,184.65,99.97,99,31,3,6,175.61,99.99,4,2,0,0,100.0,100.0,10,2,0,1,25.0,100.0,32,13,1,2,43.33,100.01,10,3,1,0,78.57,100.0,22,7,2,1,155.96,100.01,106,6,9,1.25,100.0,121,97,24,0,20.37,100.0,180,56,0,11.2,100.0,94,33,5,175.48000000000002,100.0,84,13,27,25,1,2.73,99.99,9,0,20,1,KGC인삼공사
253,2020-02-02,GS칼텍스,1,1,149,59,127,44,6,9,303.39,100.0,76,18,4,7,226.85,100.01,2,2,0,0,200.0,100.0,2,1,1,0,50.0,100.0,11,4,0,0,36.36,100.0,4,3,0,0,250.0,100.0,32,16,1,2,233.01,100.02,73,3,8,1.0,100.01,94,85,9,0,31.0,100.01,126,42,0,14.0,99.99,51,24,1,182.26,99.99,61,12,28,13,0,3.98,100.01,9,0,17,0,IBK기업은행
253,2020-02-02,IBK기업은행,0,0,124,36,121,29,12,11,161.1,100.0,69,15,6,8,159.51,100.0,0,0,0,0,0.0,0.0,3,1,1,0,33.33,100.0,11,4,1,1,50.0,100.0,12,1,2,0,16.67,100.0,26,8,2,2,102.22,100.01,55,1,4,0.33,99.99,81,70,11,0,23.33,99.99,121,26,0,8.67,100.0,65,18,3,124.27,100.0,64,6,28,16,1,1.99,100.0,5,0,16,3,GS칼텍스
254,2020-02-04,현대건설,0,0,136,82,161,66,4,11,299.07,99.99,92,33,2,6,251.33,100.0,4,1,0,0,33.33,100.0,1,1,0,0,100.0,100.0,18,5,0,2,31.25,100.0,16,10,2,0,122.73,100.0,30,16,0,3,177.06,100.01,94,7,13,1.4,100.0,107,82,24,1,19.2,100.0,167,60,2,12.1,100.0,99,27,6,298.25,99.99,67,9,27,12,1,1.93,100.02,8,0,28,5,흥국생명
254,2020-02-04,흥국생명,1,1,130,74,166,64,9,7,318.35,100.0,101,34,6,5,314.01,100.0,4,2,0,0,200.0,100.0,5,2,0,0,40.0,100.0,25,12,1,1,147.82999999999998,100.0,11,7,1,0,140.0,99.99,20,7,1,1,150.96,100.0,103,6,4,1.2000000000000002,99.98,121,99,22,0,21.75,100.0,162,59,1,12.6,100.01,81,18,7,159.15,99.99,55,4,24,18,1,0.8,99.99,2,0,13,1,현대건설
255,2020-02-05,GS칼텍스,0,1,119,76,135,65,3,7,337.99,100.0,59,20,3,4,104.28,99.99,4,2,0,0,100.0,100.0,4,3,0,0,75.0,100.0,9,6,0,1,162.5,100.0,13,9,0,1,221.43,100.0,46,25,0,1,226.22,100.0,95,5,9,1.33,100.0,95,78,16,1,20.33,100.02,140,65,3,18.91,99.98,76,30,9,92.14,100.0,59,6,23,19,0,1.5,99.99,5,0,20,0,IBK기업은행
255,2020-02-05,IBK기업은행,1,0,161,63,132,51,6,9,248.23,100.01,54,18,4,4,241.7,99.99,7,4,1,0,250.0,100.0,1,0,0,0,0.0,100.0,20,9,0,2,80.39,100.0,13,5,1,2,76.19,100.0,37,15,0,1,112.5,100.0,84,9,8,2.33,99.99,84,69,14,1,18.67,99.99,144,49,1,12.75,100.01,86,30,5,193.82,100.01,60,3,23,25,1,0.75,100.0,3,0,20,3,GS칼텍스
256,2020-02-06,KGC인삼공사,0,1,91,69,135,55,2,5,349.55,100.01,69,23,0,2,239.96,100.0,5,3,0,1,166.67000000000002,100.0,1,0,0,0,0.0,100.0,15,8,1,1,150.0,100.0,9,4,0,0,90.0,100.0,36,17,1,1,236.36,100.0,99,6,6,1.58,99.99,102,82,20,0,20.5,99.99,138,52,1,14.5,100.0,67,23,4,105.97,100.0,74,8,31,21,0,2.0,99.99,7,0,12,4,한국도로공사
256,2020-02-06,한국도로공사,1,0,115,65,159,59,8,15,279.43,100.01,85,25,6,7,220.99,100.0,4,2,0,1,100.0,100.0,3,0,1,0,0.0,100.0,23,8,0,4,160.0,100.01,5,1,0,0,20.0,100.0,39,23,1,3,311.67,100.01,78,4,11,1.0,99.99,100,86,14,0,24.17,100.0,161,57,3,17.41,99.98,92,43,6,213.27,100.0,67,2,35,20,1,0.5800000000000001,100.01,2,0,30,2,KGC인삼공사
257,2020-02-08,IBK기업은행,1,1,127,77,178,64,5,13,199.91,100.01,66,23,3,6,195.97,100.01,10,4,0,0,100.0,100.0,7,2,0,0,28.57,100.0,26,10,0,3,86.36,100.0,12,2,0,1,34.29,100.0,57,23,2,3,171.65,100.01,100,5,6,1.25,100.0,134,110,23,1,27.58,100.01,176,62,0,15.5,99.99,81,29,3,275.96,100.0,92,8,41,20,1,2.0,100.0,6,0,21,3,흥국생명
257,2020-02-08,흥국생명,0,0,146,67,189,59,8,12,289.15,100.01,103,25,6,7,255.38,100.0,12,4,0,0,166.66,100.0,6,3,0,1,140.0,100.0,14,3,1,0,58.33,100.01,11,4,0,1,73.33,100.0,43,20,1,3,243.06,99.99,91,3,8,0.75,100.02,132,116,15,1,36.08,100.01,194,59,2,18.08,100.0,94,30,5,118.09,99.99,86,5,43,26,1,1.25,100.01,5,0,24,1,IBK기업은행
258,2020-02-09,GS칼텍스,0,0,138,81,191,68,12,11,218.11,100.01,103,32,5,6,166.3,100.0,4,2,0,0,200.0,100.0,5,0,0,1,0.0,100.0,19,9,1,2,50.0,100.0,7,2,0,0,75.0,100.0,53,23,6,2,181.81,99.99,110,5,13,1.0,100.01,138,112,25,1,25.8,99.98,195,64,2,12.85,100.02,101,36,4,106.38,99.99,90,8,38,24,1,1.6,99.99,5,0,28,0,KGC인삼공사
258,2020-02-09,KGC인삼공사,1,1,108,88,193,72,8,11,192.82,99.99,86,29,3,8,179.06,100.0,10,4,0,0,183.33,100.0,1,0,0,0,0.0,100.0,35,18,3,3,51.43,100.0,19,5,2,0,52.27,100.0,42,16,0,0,136.32,100.01,116,4,15,0.9,100.0,131,116,15,0,25.4,99.99,200,70,1,14.4,100.0,97,45,5,297.85,100.0,109,12,44,31,2,2.58,100.0,9,0,29,4,GS칼텍스
259,2020-02-11,한국도로공사,0,0,111,47,109,37,6,11,322.19,100.01,60,16,4,7,261.26,100.02,5,4,0,0,200.0,100.0,1,1,0,0,100.0,100.0,10,6,1,1,213.33,100.0,4,2,0,0,100.0,100.0,29,8,1,3,156.67000000000002,100.0,60,5,4,1.66,100.0,70,57,13,0,19.33,99.99,108,34,1,11.32,100.02,66,15,6,85.42,100.02,39,5,13,16,0,1.6700000000000002,99.99,2,0,16,2,현대건설
259,2020-02-11,현대건설,1,1,113,59,100,47,5,4,269.33,100.0,60,27,4,1,273.02,100.0,2,0,1,1,0.0,100.0,0,0,0,0,0.0,0.0,14,8,0,0,57.14,100.0,8,4,0,1,93.33,100.0,16,8,0,1,194.64,100.0,74,6,8,2.0,99.99,66,56,10,0,18.99,100.01,98,43,0,14.49,99.99,56,19,5,70.08,100.01,52,6,23,12,0,2.0,100.0,6,0,12,5,한국도로공사
260,2020-02-12,IBK기업은행,1,0,124,50,105,37,9,5,221.03,100.0,51,15,4,4,187.5,99.99,3,2,0,0,200.0,99.99,5,3,0,0,60.0,100.0,11,3,2,0,27.27,100.0,9,5,1,0,107.14,100.0,26,9,2,1,117.5,100.0,69,4,6,1.33,99.99,74,62,12,0,21.67,100.01,108,37,2,12.32,100.01,65,25,2,221.27,100.01,66,9,22,27,0,3.0,100.02,8,0,13,3,KGC인삼공사
260,2020-02-12,KGC인삼공사,0,1,110,62,118,51,9,7,293.42,99.98,58,23,4,5,260.45,100.0,5,0,0,0,0.0,100.0,2,0,0,0,0.0,100.0,21,11,2,0,52.38,100.0,8,5,0,0,113.33,100.0,24,12,3,2,233.33,100.0,73,2,8,0.8300000000000001,100.01,80,63,16,1,22.84,100.0,118,43,1,14.51,99.99,63,27,4,185.31,100.0,42,9,18,9,0,3.16,100.0,7,0,17,4,IBK기업은행
261,2020-02-13,GS칼텍스,1,1,163,81,130,63,3,11,394.43,100.0,58,28,1,3,298.78,100.0,4,1,0,0,25.0,100.0,3,2,0,1,100.0,100.0,12,4,0,3,127.27,100.0,11,6,0,0,125.0,100.0,42,22,2,4,300.0,99.99,96,8,9,2.17,100.03,83,72,11,0,21.33,99.99,131,62,2,21.75,99.99,68,31,3,179.77,100.0,63,10,22,21,1,3.33,100.0,8,0,23,0,흥국생명
261,2020-02-13,흥국생명,0,0,106,51,128,45,10,8,216.24,100.0,82,31,7,5,198.8,100.01,3,1,0,0,33.33,100.0,8,3,0,0,37.5,100.0,10,4,0,1,133.34,100.0,7,3,0,0,150.0,100.0,18,3,3,2,52.5,100.0,75,3,7,0.75,99.99,77,62,15,0,15.75,100.02,135,43,1,10.83,100.01,87,21,8,205.56,100.0,46,3,17,20,0,0.8300000000000001,100.0,2,0,16,1,GS칼텍스
262,2020-02-15,KGC인삼공사,0,1,121,66,133,42,9,10,270.7,100.02,61,18,3,4,191.2,100.0,2,1,0,0,50.0,100.0,6,3,0,1,100.0,100.0,15,3,3,2,23.08,100.01,15,8,1,0,111.11,100.0,34,9,2,3,201.26,100.0,92,13,7,4.83,100.01,90,76,13,1,22.16,100.01,144,41,1,12.25,99.99,82,26,4,112.94,100.0,63,11,21,23,1,3.08,99.99,8,0,20,4,현대건설
262,2020-02-15,현대건설,1,0,113,71,143,58,11,10,200.73,99.99,77,26,4,6,161.51,100.0,4,1,0,0,100.0,100.0,0,0,0,0,0.0,0.0,23,11,2,1,50.0,100.0,14,7,2,2,95.56,100.0,25,13,3,1,161.11,100.0,92,4,10,1.0,100.01,101,85,14,2,21.58,99.99,147,56,1,14.25,99.99,84,21,13,100.72,99.99,75,9,34,18,3,2.25,99.99,6,0,26,5,KGC인삼공사
263,2020-02-16,한국도로공사,0,0,156,81,190,68,8,13,313.84,99.98,82,25,3,4,287.92,100.01,2,1,0,0,50.0,100.0,3,1,0,1,50.0,100.0,18,4,2,3,57.14,100.0,10,5,0,0,100.0,100.0,75,32,3,5,230.58,99.99,99,5,5,1.65,99.99,144,117,26,1,27.2,99.99,193,65,3,14.4,100.02,98,45,3,313.51,100.0,95,8,37,27,1,2.33,100.0,6,0,23,2,흥국생명
263,2020-02-16,흥국생명,1,1,146,84,198,73,8,6,363.32,100.01,114,38,6,4,345.41,99.98,12,7,0,0,258.33,99.99,5,4,0,0,175.0,100.0,29,9,2,2,180.0,100.0,6,3,0,0,166.67000000000002,100.0,32,12,0,0,155.0,100.0,107,3,9,0.75,99.99,154,128,24,2,31.62,100.02,202,70,1,18.15,100.02,94,23,5,164.18,99.99,86,8,37,26,0,1.7000000000000002,100.0,7,0,18,1,한국도로공사
264,2020-02-18,IBK기업은행,0,0,128,45,115,36,7,10,169.13,99.99,65,21,4,4,174.29,100.01,5,4,0,1,400.0,100.0,3,0,0,0,0.0,100.0,18,4,1,5,23.53,100.0,8,3,0,0,73.33,100.0,16,4,2,0,60.6,100.0,65,4,6,1.33,100.0,79,61,18,0,20.83,99.99,117,35,0,11.66,99.99,65,18,1,135.91,100.02,51,5,22,16,0,1.83,100.0,5,0,16,3,현대건설
264,2020-02-18,현대건설,1,1,113,58,117,50,5,6,300.41,99.99,73,29,3,3,262.98,100.01,1,1,0,0,100.0,100.0,0,0,0,0,0.0,0.0,12,2,1,2,16.67,100.0,13,9,0,1,138.10000000000002,100.0,18,9,1,0,121.97,100.0,73,1,8,0.33,100.01,76,67,9,0,22.33,100.01,113,39,1,13.0,99.98,58,14,4,46.43,100.01,50,7,19,14,3,2.33,100.0,6,0,18,5,IBK기업은행
265,2020-02-19,GS칼텍스,0,1,137,55,98,47,4,6,334.04,100.0,54,26,2,4,360.92,100.0,1,0,0,0,0.0,100.0,2,1,0,1,50.0,100.0,11,6,1,1,162.5,100.0,8,4,0,0,166.67000000000002,100.0,22,10,1,0,144.44,100.0,73,2,14,1.0,100.01,71,64,7,0,22.83,100.0,104,44,0,15.83,100.0,49,21,2,126.27,99.99,57,6,26,15,0,2.33,100.0,5,0,20,0,한국도로공사
265,2020-02-19,한국도로공사,1,0,137,37,109,31,6,9,199.66,100.0,50,16,3,4,213.73,100.0,2,0,0,0,0.0,100.0,0,0,0,0,0.0,0.0,15,3,0,2,53.33,100.01,13,4,0,1,80.0,100.0,29,8,3,2,119.49,99.99,59,2,10,0.66,99.98,74,57,17,0,20.16,100.0,111,29,1,10.33,99.99,59,31,2,198.96,99.99,43,4,15,18,0,1.34,100.0,3,0,20,2,GS칼텍스
266,2020-02-20,KGC인삼공사,0,0,107,70,168,60,10,14,270.0,100.0,74,23,4,10,178.12,100.01,3,3,0,0,300.0,99.99,0,0,0,0,0.0,0.0,42,16,2,2,40.0,100.0,13,6,1,0,153.57,100.0,36,12,3,2,106.67,100.0,97,2,11,0.5,99.98,123,104,18,1,29.75,100.01,177,58,3,16.83,99.98,90,24,7,265.23,100.01,77,8,35,19,2,2.33,100.0,4,0,31,4,흥국생명
266,2020-02-20,흥국생명,1,1,129,70,171,53,8,13,254.54,99.98,91,21,4,9,202.61,100.01,8,3,0,1,166.67000000000002,100.0,8,4,0,0,106.67,100.0,29,10,3,0,69.71000000000001,100.0,10,6,0,0,120.0,100.0,25,9,1,3,151.9,100.0,100,7,10,2.25,100.0,113,99,14,0,27.17,99.99,172,52,1,13.83,99.99,86,28,2,349.27,100.01,74,10,26,25,2,2.75,100.01,7,0,26,1,KGC인삼공사
267,2020-02-22,IBK기업은행,1,1,122,56,109,48,1,5,341.47,99.99,46,20,1,0,368.3,100.0,3,2,0,1,66.67,100.0,1,1,0,0,100.0,100.0,16,3,0,2,37.5,100.0,8,4,0,0,93.33,100.0,35,18,0,2,155.56,99.99,73,4,12,1.32,100.01,76,64,12,0,22.01,100.0,110,45,1,14.99,100.01,55,23,1,129.2,100.0,64,4,29,23,1,1.33,100.0,4,0,19,3,한국도로공사
267,2020-02-22,한국도로공사,0,0,153,41,112,39,4,7,249.78,100.01,54,19,2,6,204.74,100.0,1,1,0,0,100.0,100.0,2,0,0,0,0.0,100.0,8,1,0,0,50.0,100.0,7,0,0,0,0.0,100.0,40,18,2,1,331.36,100.0,62,1,7,0.33,100.0,75,63,12,0,22.16,100.01,112,37,3,13.5,99.99,60,28,4,157.74,100.0,37,1,13,16,1,0.33,100.01,1,0,18,2,IBK기업은행
268,2020-02-23,GS칼텍스,1,1,122,96,175,76,12,7,315.81,100.0,83,35,8,3,350.4,99.99,4,2,0,0,200.0,100.0,1,0,0,0,0.0,100.0,26,13,1,1,50.0,100.0,11,4,0,0,57.14,100.0,50,22,3,3,129.98000000000002,100.0,117,7,16,1.4,99.99,111,96,14,1,20.55,100.0,177,74,0,17.2,99.98,93,47,2,157.41,100.0,97,13,40,23,1,2.6,100.0,12,0,25,0,현대건설
268,2020-02-23,현대건설,0,0,119,77,181,63,13,11,257.83,99.99,98,30,9,5,206.24,100.0,5,1,0,0,100.0,100.0,0,0,0,0,0.0,0.0,22,8,1,3,38.1,100.0,26,12,1,2,93.75,100.0,30,12,2,1,175.45,100.0,102,2,9,0.4,100.0,132,102,30,0,20.4,99.99,184,57,1,12.2,100.0,101,36,7,100.56,100.0,88,12,37,30,0,2.7,100.01,12,0,21,5,GS칼텍스
269,2020-02-25,IBK기업은행,0,1,136,77,155,51,10,11,285.53,100.01,73,20,6,6,256.23,100.01,6,3,1,0,150.0,99.99,3,0,0,0,0.0,100.0,23,6,2,3,56.41,100.0,10,7,0,1,119.04,100.0,40,15,1,1,125.76,100.0,105,10,10,2.0500000000000003,100.0,113,93,19,1,18.65,99.98,162,49,2,9.8,99.99,87,26,6,71.09,100.01,93,16,40,25,2,3.2,100.01,12,0,26,3,KGC인삼공사
269,2020-02-25,KGC인삼공사,1,0,107,75,168,59,16,12,291.68,100.01,75,20,9,6,225.49,99.99,9,5,0,0,340.0,100.0,4,1,0,1,100.0,100.0,25,12,3,2,50.0,100.0,19,8,0,2,86.36,100.0,36,13,4,1,143.21,100.0,100,6,13,1.8,100.0,112,98,14,0,24.9,99.98,176,55,2,13.4,100.0,95,41,10,230.75,99.99,72,10,37,19,0,2.0,100.01,9,0,27,4,IBK기업은행
270,2020-02-26,현대건설,1,0,113,47,105,43,6,15,363.79,99.99,52,14,4,8,157.15,100.0,4,3,0,0,100.0,100.0,0,0,0,0,0.0,0.0,12,4,0,1,36.36,100.0,12,9,0,0,220.83,100.0,25,13,2,6,159.74,100.0,59,1,10,0.33,100.0,66,52,14,0,17.67,100.01,104,39,0,12.99,99.99,71,29,9,225.32,100.01,38,3,15,13,1,1.0,100.0,3,0,26,5,흥국생명
270,2020-02-26,흥국생명,0,1,121,51,95,36,3,4,194.97,100.0,46,15,2,3,211.11,100.01,1,1,0,0,100.0,100.0,3,1,0,0,33.33,100.0,20,9,1,0,87.88,100.0,5,2,0,0,66.67,100.0,20,8,0,1,143.81,100.0,75,9,4,3.0,100.0,69,54,15,0,18.67,100.0,99,35,2,11.66,100.0,49,18,1,132.12,99.99,32,6,17,8,0,2.0,100.02,3,0,10,1,현대건설
271,2020-02-27,GS칼텍스,0,1,122,76,145,55,13,6,201.89,100.0,66,20,7,2,130.82,100.0,1,0,0,0,0.0,100.0,3,1,1,0,33.33,100.0,15,7,2,1,53.85,100.01,5,2,1,1,50.0,100.0,55,25,2,2,231.56,100.0,99,9,11,2.25,99.99,104,90,13,1,23.16,100.0,145,53,0,15.25,100.0,70,28,3,113.76,100.01,74,12,30,16,0,3.16,99.99,11,0,18,0,한국도로공사
271,2020-02-27,한국도로공사,1,0,142,57,147,41,12,15,192.38,99.99,64,17,8,5,126.19,100.0,1,1,0,0,100.0,100.0,3,1,0,0,33.33,100.0,23,6,1,5,123.33,100.01,13,3,1,0,54.29,100.0,43,13,2,5,126.66,100.01,76,3,6,0.8300000000000001,99.99,106,87,18,1,26.32,99.98,156,40,0,10.25,100.01,88,36,9,176.47,100.0,67,13,26,16,2,3.92,100.01,9,0,24,2,GS칼텍스
272,2020-02-29,IBK기업은행,0,0,140,40,109,33,3,9,282.62,99.99,57,12,2,3,91.87,99.98,4,1,0,2,100.0,100.0,1,1,0,0,100.0,100.0,19,6,1,2,68.57,100.0,6,4,0,0,133.32999999999998,100.0,22,9,0,2,247.22,100.0,59,3,3,0.99,99.96,74,61,13,0,22.5,100.02,115,33,3,10.99,100.02,67,15,2,66.67,99.99,51,4,18,22,0,1.33,100.0,3,0,15,3,흥국생명
272,2020-02-29,흥국생명,1,1,113,60,124,55,4,10,189.9,100.0,60,26,2,7,166.79,100.01,9,3,0,0,133.32999999999998,99.99,5,2,0,1,40.0,100.0,15,7,2,1,100.0,100.0,4,1,0,0,33.33,100.0,31,16,0,1,114.28,100.0,73,2,6,0.66,100.01,88,77,11,0,25.82,100.01,127,52,1,17.32,100.01,56,21,3,107.79,100.01,36,3,15,12,0,1.16,99.99,3,0,17,1,IBK기업은행
273,2020-03-01,GS칼텍스,0,0,116,42,105,34,10,8,148.05,100.0,49,14,6,6,123.33,99.99,3,2,1,0,150.0,100.0,3,1,0,0,33.33,100.0,15,7,1,2,96.15,100.0,4,0,0,0,0.0,100.0,31,10,2,0,181.0,100.0,61,2,5,0.66,100.01,74,55,19,0,20.17,100.01,109,33,1,10.99,100.0,65,27,3,116.58,100.0,39,6,11,16,1,2.17,100.0,5,0,15,0,현대건설
273,2020-03-01,현대건설,1,1,105,60,98,47,6,6,289.06,100.0,57,27,4,4,269.21000000000004,99.99,1,1,0,0,100.0,100.0,0,0,0,0,0.0,0.0,10,5,1,0,50.0,100.0,13,7,1,0,107.14,100.0,17,7,0,2,134.44,99.99,73,3,8,0.99,100.01,60,47,12,1,15.66,100.0,95,42,0,14.0,100.02,56,22,2,192.79,100.0,61,10,20,16,2,3.3200000000000003,100.0,8,0,17,5,GS칼텍스
274,2020-10-17,GS칼텍스,0,0,125,81,156,58,11,11,292.38,100.01,80,27,3,6,265.17,100.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,16,7,0,2,50.0,100.0,10,4,0,0,76.19,100.0,50,20,8,3,117.23,100.0,102,11,11,2.63,99.99,94,76,18,0,17.06,100.0,158,55,2,12.5,100.0,94,39,2,160.1,100.0,72,12,19,25,0,2.4,99.99,9,0,24,0,현대건설
274,2020-10-17,현대건설,1,1,133,80,153,67,12,8,294.69,100.0,92,40,9,3,288.02,100.0,1,1,0,0,100.0,100.0,0,0,0,0,0.0,0.0,13,7,0,0,58.33,100.0,18,9,2,2,190.0,100.01,29,10,1,3,137.5,99.99,104,2,10,0.4,99.98,107,87,20,0,18.05,100.01,159,62,3,14.9,100.02,91,37,11,140.04,100.01,77,11,24,26,0,2.2,100.0,10,0,21,5,GS칼텍스
275,2020-10-18,IBK기업은행,0,1,113,77,160,61,6,9,191.43,100.02,96,28,5,3,149.67000000000002,100.0,1,0,0,0,0.0,100.0,3,3,0,0,100.0,100.0,32,20,0,2,62.5,100.0,6,2,0,1,66.67,100.0,22,8,1,3,103.97,100.0,96,7,15,2.58,100.02,111,94,17,0,23.5,100.0,157,58,0,14.5,100.0,82,27,4,277.03,100.0,76,9,29,19,1,3.0,100.0,8,0,25,3,KGC인삼공사
275,2020-10-18,KGC인삼공사,1,0,133,62,161,52,9,12,284.58,100.0,93,29,6,8,230.36,100.02,3,0,0,0,0.0,99.99,1,1,0,0,100.0,100.0,27,8,1,1,32.0,100.0,14,4,0,2,120.0,100.01,23,10,2,1,117.41,100.0,88,4,6,1.08,100.01,117,102,15,0,26.5,99.99,162,49,2,13.08,99.99,81,28,7,117.92,99.99,71,6,32,19,0,2.42,100.01,4,0,20,4,IBK기업은행
